Name,Modality,Bodypart
D:\Intership\data\3138.jpg,XRay,Hand
D:\Intership\data\4652.jpg,XRay,Hand
D:\Intership\data\12880.jpg,XRay,Hand
D:\Intership\data\Stone- (389).jpg,CT,Abdominal
D:\Intership\data\Cancer (1714).jpg,CT,Brain
D:\Intership\data\14_0_76.jpg,CT,Brain
D:\Intership\data\Not Cancer  (667).jpg,CT,Brain
D:\Intership\data\Cyst- (1215).jpg,CT,Abdominal
D:\Intership\data\Cancer (1266).jpg,CT,Brain
D:\Intership\data\Cyst- (2100).jpg,CT,Abdominal
D:\Intership\data\9232.jpg,XRay,Hand
D:\Intership\data\Normal- (2780).jpg,CT,Abdominal
D:\Intership\data\15096.jpg,XRay,Hand
D:\Intership\data\Normal- (2099).jpg,CT,Abdominal
D:\Intership\data\13818.jpg,XRay,Hand
D:\Intership\data\NORMAL-8801890-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (2764).jpg,CT,Abdominal
D:\Intership\data\VIRUS-9543809-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (1933).jpg,CT,Abdominal
D:\Intership\data\7_0_56.jpg,CT,Brain
D:\Intership\data\BACTERIA-5626093-0001.jpg,XRay,Chest
D:\Intership\data\12426.jpg,XRay,Hand
D:\Intership\data\8841.jpg,XRay,Hand
D:\Intership\data\14467.jpg,XRay,Hand
D:\Intership\data\8_0_157.jpg,CT,Brain
D:\Intership\data\4569.jpg,XRay,Hand
D:\Intership\data\7113.jpg,XRay,Hand
D:\Intership\data\ID_0014_AGE_0071_CONTRAST_1_CT.jpg,CT,Chest
D:\Intership\data\BACTERIA-4687423-0002.jpg,XRay,Chest
D:\Intership\data\Tumor- (463).jpg,CT,Abdominal
D:\Intership\data\Normal- (1845).jpg,CT,Abdominal
D:\Intership\data\1_0_119.jpg,CT,Brain
D:\Intership\data\13096.jpg,XRay,Hand
D:\Intership\data\Cyst- (3366).jpg,CT,Abdominal
D:\Intership\data\4_0_227.jpg,CT,Brain
D:\Intership\data\Tumor- (2175).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1660).jpg,CT,Abdominal
D:\Intership\data\1803.jpg,XRay,Hand
D:\Intership\data\Cyst- (3199).jpg,CT,Abdominal
D:\Intership\data\Stone- (1231).jpg,CT,Abdominal
D:\Intership\data\10837.jpg,XRay,Hand
D:\Intership\data\NORMAL-2697110-0002.jpg,XRay,Chest
D:\Intership\data\Tumor- (1867).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1534).jpg,CT,Brain
D:\Intership\data\4_0_201.jpg,CT,Brain
D:\Intership\data\Cyst- (1264).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1820).jpg,CT,Brain
D:\Intership\data\13555.jpg,XRay,Hand
D:\Intership\data\8172.jpg,XRay,Hand
D:\Intership\data\Cyst- (3237).jpg,CT,Abdominal
D:\Intership\data\IMG-0001-00014.jpg,CT,Brain
D:\Intership\data\Cancer (1337).jpg,CT,Brain
D:\Intership\data\Cyst- (600).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1056).jpg,CT,Abdominal
D:\Intership\data\Normal- (1288).jpg,CT,Abdominal
D:\Intership\data\Normal- (1503).jpg,CT,Abdominal
D:\Intership\data\Normal- (521).jpg,CT,Abdominal
D:\Intership\data\Tumor- (638).jpg,CT,Abdominal
D:\Intership\data\Cyst- (208).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-2664973-0001.jpg,XRay,Chest
D:\Intership\data\Cancer (27).jpg,CT,Brain
D:\Intership\data\N21_0_70.jpg,CT,Brain
D:\Intership\data\4_0_174.jpg,CT,Brain
D:\Intership\data\Cancer (71).jpg,CT,Brain
D:\Intership\data\Cyst- (425).jpg,CT,Abdominal
D:\Intership\data\Stone- (570).jpg,CT,Abdominal
D:\Intership\data\Cancer (1012).JPG,CT,Brain
D:\Intership\data\Normal- (1869).jpg,CT,Abdominal
D:\Intership\data\11_0_29.jpg,CT,Brain
D:\Intership\data\5493.jpg,XRay,Hand
D:\Intership\data\N21_0_48.jpg,CT,Brain
D:\Intership\data\Normal- (5015).jpg,CT,Abdominal
D:\Intership\data\Cancer (1603).jpg,CT,Brain
D:\Intership\data\BACTERIA-2355867-0002.jpg,XRay,Chest
D:\Intership\data\6321.jpg,XRay,Hand
D:\Intership\data\N3_0_272.jpg,CT,Brain
D:\Intership\data\3255.jpg,XRay,Hand
D:\Intership\data\N3_0_248.jpg,CT,Brain
D:\Intership\data\Cyst- (325).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1196).jpg,CT,Brain
D:\Intership\data\Cancer (1512).jpg,CT,Brain
D:\Intership\data\Tumor- (1054).jpg,CT,Abdominal
D:\Intership\data\6786.jpg,XRay,Hand
D:\Intership\data\BACTERIA-990412-0004.jpg,XRay,Chest
D:\Intership\data\Normal- (3383).jpg,CT,Abdominal
D:\Intership\data\Normal- (128).jpg,CT,Abdominal
D:\Intership\data\N3_0_18.jpg,CT,Brain
D:\Intership\data\Cancer (107).jpg,CT,Brain
D:\Intership\data\20_0_54.jpg,CT,Brain
D:\Intership\data\Tumor- (1846).jpg,CT,Abdominal
D:\Intership\data\12_0_101.jpg,CT,Brain
D:\Intership\data\3476.jpg,XRay,Hand
D:\Intership\data\N24_0_122.jpg,CT,Brain
D:\Intership\data\13043.jpg,XRay,Hand
D:\Intership\data\JPCNN014.jpg,XRay,Chest
D:\Intership\data\Tumor- (1001).jpg,CT,Abdominal
D:\Intership\data\Normal- (1951).jpg,CT,Abdominal
D:\Intership\data\N10_0_105.jpg,CT,Brain
D:\Intership\data\12294.jpg,XRay,Hand
D:\Intership\data\Cyst- (762).jpg,CT,Abdominal
D:\Intership\data\Normal- (1975).jpg,CT,Abdominal
D:\Intership\data\3742.jpg,XRay,Hand
D:\Intership\data\Tumor- (266).jpg,CT,Abdominal
D:\Intership\data\Tumor- (966).jpg,CT,Abdominal
D:\Intership\data\8186.jpg,XRay,Hand
D:\Intership\data\Tumor- (165).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3502).jpg,CT,Abdominal
D:\Intership\data\7257.jpg,XRay,Hand
D:\Intership\data\Normal- (4257).jpg,CT,Abdominal
D:\Intership\data\15608.jpg,XRay,Hand
D:\Intership\data\Cyst- (1913).jpg,CT,Abdominal
D:\Intership\data\N4_0_56.jpg,CT,Brain
D:\Intership\data\Cancer (929).jpg,CT,Brain
D:\Intership\data\NORMAL-229022-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (2781).jpg,CT,Abdominal
D:\Intership\data\4264.jpg,XRay,Hand
D:\Intership\data\NORMAL-5633781-0001.jpg,XRay,Chest
D:\Intership\data\3417.jpg,XRay,Hand
D:\Intership\data\Normal- (143).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-7172433-0003.jpg,XRay,Chest
D:\Intership\data\10655.jpg,XRay,Hand
D:\Intership\data\Cyst- (636).jpg,CT,Abdominal
D:\Intership\data\N3_0_311.jpg,CT,Brain
D:\Intership\data\1684.jpg,XRay,Hand
D:\Intership\data\NORMAL-2140240-0001.jpg,XRay,Chest
D:\Intership\data\Cancer (342).jpg,CT,Brain
D:\Intership\data\Not Cancer  (448).jpg,CT,Brain
D:\Intership\data\BACTERIA-5202840-0001.jpg,XRay,Chest
D:\Intership\data\JPCLN146.jpg,XRay,Chest
D:\Intership\data\10025.jpg,XRay,Hand
D:\Intership\data\Normal- (4721).jpg,CT,Abdominal
D:\Intership\data\9910.jpg,XRay,Hand
D:\Intership\data\Stone- (192).jpg,CT,Abdominal
D:\Intership\data\VIRUS-3745681-0002.jpg,XRay,Chest
D:\Intership\data\3077.jpg,XRay,Hand
D:\Intership\data\11340.jpg,XRay,Hand
D:\Intership\data\7_0_37.jpg,CT,Brain
D:\Intership\data\Normal- (2552).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3168).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2357).jpg,CT,Abdominal
D:\Intership\data\Cancer (1513).jpg,CT,Brain
D:\Intership\data\3649.jpg,XRay,Hand
D:\Intership\data\13844.jpg,XRay,Hand
D:\Intership\data\NORMAL-8935072-0001.jpg,XRay,Chest
D:\Intership\data\NORMAL-8116905-0004.jpg,XRay,Chest
D:\Intership\data\000149.jpg,CT,Chest
D:\Intership\data\VIRUS-8750763-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (4675).jpg,CT,Abdominal
D:\Intership\data\VIRUS-2104405-0002.jpg,XRay,Chest
D:\Intership\data\Cancer (316).jpg,CT,Brain
D:\Intership\data\Cancer (1186).JPG,CT,Brain
D:\Intership\data\6460.jpg,XRay,Hand
D:\Intership\data\Stone- (1056).jpg,CT,Abdominal
D:\Intership\data\Cyst- (176).jpg,CT,Abdominal
D:\Intership\data\4_0_135.jpg,CT,Brain
D:\Intership\data\7376.jpg,XRay,Hand
D:\Intership\data\20_0_80.jpg,CT,Brain
D:\Intership\data\N3_0_63.jpg,CT,Brain
D:\Intership\data\1896.jpg,XRay,Hand
D:\Intership\data\8315.jpg,XRay,Hand
D:\Intership\data\BACTERIA-7418831-0003.jpg,XRay,Chest
D:\Intership\data\Cyst- (3266).jpg,CT,Abdominal
D:\Intership\data\NORMAL-3570271-0001.jpg,XRay,Chest
D:\Intership\data\Cancer (706).jpg,CT,Brain
D:\Intership\data\Cyst- (2039).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (939).jpg,CT,Brain
D:\Intership\data\Normal- (379).jpg,CT,Abdominal
D:\Intership\data\Normal- (900).jpg,CT,Abdominal
D:\Intership\data\10780.jpg,XRay,Hand
D:\Intership\data\4355.jpg,XRay,Hand
D:\Intership\data\N20_0_150.jpg,CT,Brain
D:\Intership\data\7049.jpg,XRay,Hand
D:\Intership\data\Cyst- (3617).jpg,CT,Abdominal
D:\Intership\data\4746.jpg,XRay,Hand
D:\Intership\data\4_0_107.jpg,CT,Brain
D:\Intership\data\2661.jpg,XRay,Hand
D:\Intership\data\Normal- (141).jpg,CT,Abdominal
D:\Intership\data\Normal- (24).jpg,CT,Abdominal
D:\Intership\data\Normal- (127).jpg,CT,Abdominal
D:\Intership\data\8102.jpg,XRay,Hand
D:\Intership\data\11474.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1502303-0001.jpg,XRay,Chest
D:\Intership\data\8205.jpg,XRay,Hand
D:\Intership\data\BACTERIA-5023591-0005.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (1144).jpg,CT,Brain
D:\Intership\data\8094.jpg,XRay,Hand
D:\Intership\data\4055.jpg,XRay,Hand
D:\Intership\data\Normal- (1300).jpg,CT,Abdominal
D:\Intership\data\NORMAL-6977054-0001.jpg,XRay,Chest
D:\Intership\data\N14_0_42.jpg,CT,Brain
D:\Intership\data\N17_0_47.jpg,CT,Brain
D:\Intership\data\N27_0_75.jpg,CT,Brain
D:\Intership\data\BACTERIA-3722954-0001.jpg,XRay,Chest
D:\Intership\data\N4_0_51.jpg,CT,Brain
D:\Intership\data\2161.jpg,XRay,Hand
D:\Intership\data\7670.jpg,XRay,Hand
D:\Intership\data\Cyst- (292).jpg,CT,Abdominal
D:\Intership\data\IMG-0001-00010.jpg,CT,Brain
D:\Intership\data\Cyst- (1638).jpg,CT,Abdominal
D:\Intership\data\15129.jpg,XRay,Hand
D:\Intership\data\Cancer (1772).jpg,CT,Brain
D:\Intership\data\17_0_215.jpg,CT,Brain
D:\Intership\data\Normal- (3550).jpg,CT,Abdominal
D:\Intership\data\Stone- (1365).jpg,CT,Abdominal
D:\Intership\data\Tumor- (305).jpg,CT,Abdominal
D:\Intership\data\VIRUS-1805246-0001.jpg,XRay,Chest
D:\Intership\data\VIRUS-1149864-0002.jpg,XRay,Chest
D:\Intership\data\N24_0_63.jpg,CT,Brain
D:\Intership\data\Normal- (629).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1849).jpg,CT,Abdominal
D:\Intership\data\3763.jpg,XRay,Hand
D:\Intership\data\Normal- (634).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (472).jpg,CT,Brain
D:\Intership\data\Cancer (897).jpg,CT,Brain
D:\Intership\data\5747.jpg,XRay,Hand
D:\Intership\data\13980.jpg,XRay,Hand
D:\Intership\data\NORMAL-8577633-0001.jpg,XRay,Chest
D:\Intership\data\13264.jpg,XRay,Hand
D:\Intership\data\14_0_83.jpg,CT,Brain
D:\Intership\data\Cancer (2208).jpg,CT,Brain
D:\Intership\data\Cancer (219).jpg,CT,Brain
D:\Intership\data\1_0_134.jpg,CT,Brain
D:\Intership\data\N2_0_170.jpg,CT,Brain
D:\Intership\data\Normal- (3280).jpg,CT,Abdominal
D:\Intership\data\3134.jpg,XRay,Hand
D:\Intership\data\Cyst- (2261).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3596).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1380).jpg,CT,Abdominal
D:\Intership\data\10737.jpg,XRay,Hand
D:\Intership\data\11971.jpg,XRay,Hand
D:\Intership\data\5919.jpg,XRay,Hand
D:\Intership\data\Normal- (4130).jpg,CT,Abdominal
D:\Intership\data\10874.jpg,XRay,Hand
D:\Intership\data\Cyst- (3138).jpg,CT,Abdominal
D:\Intership\data\Stone- (877).jpg,CT,Abdominal
D:\Intership\data\Cancer (1700).jpg,CT,Brain
D:\Intership\data\Cyst- (1682).jpg,CT,Abdominal
D:\Intership\data\Normal- (2645).jpg,CT,Abdominal
D:\Intership\data\11916.jpg,XRay,Hand
D:\Intership\data\Normal- (1314).jpg,CT,Abdominal
D:\Intership\data\Normal- (4304).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-3504519-0002.jpg,XRay,Chest
D:\Intership\data\N22_0_188.jpg,CT,Brain
D:\Intership\data\Cancer (1597).jpg,CT,Brain
D:\Intership\data\Cyst- (3097).jpg,CT,Abdominal
D:\Intership\data\2_0_7.jpg,CT,Brain
D:\Intership\data\Stone- (947).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1743).jpg,CT,Brain
D:\Intership\data\11320.jpg,XRay,Hand
D:\Intership\data\Cyst- (3012).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (473).jpg,CT,Brain
D:\Intership\data\10381.jpg,XRay,Hand
D:\Intership\data\13561.jpg,XRay,Hand
D:\Intership\data\Cancer (1349).jpg,CT,Brain
D:\Intership\data\N20_0_119.jpg,CT,Brain
D:\Intership\data\Not Cancer  (931).jpg,CT,Brain
D:\Intership\data\N6_0_145.jpg,CT,Brain
D:\Intership\data\2848.jpg,XRay,Hand
D:\Intership\data\Cancer (1237).jpg,CT,Brain
D:\Intership\data\Tumor- (815).jpg,CT,Abdominal
D:\Intership\data\Cancer (2395).jpg,CT,Brain
D:\Intership\data\8_0_39.jpg,CT,Brain
D:\Intership\data\Cyst- (3642).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (530).jpg,CT,Brain
D:\Intership\data\8028.jpg,XRay,Hand
D:\Intership\data\13139.jpg,XRay,Hand
D:\Intership\data\13740.jpg,XRay,Hand
D:\Intership\data\9887.jpg,XRay,Hand
D:\Intership\data\Cyst- (2404).jpg,CT,Abdominal
D:\Intership\data\NORMAL-8336355-0001.jpg,XRay,Chest
D:\Intership\data\3207.jpg,XRay,Hand
D:\Intership\data\VIRUS-5787449-0001.jpg,XRay,Chest
D:\Intership\data\Cancer (1386).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1122).jpg,CT,Brain
D:\Intership\data\10023.jpg,XRay,Hand
D:\Intership\data\N3_0_320.jpg,CT,Brain
D:\Intership\data\VIRUS-1381515-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (3358).jpg,CT,Abdominal
D:\Intership\data\12331.jpg,XRay,Hand
D:\Intership\data\VIRUS-104960-0003.jpg,XRay,Chest
D:\Intership\data\BACTERIA-2627817-0001.jpg,XRay,Chest
D:\Intership\data\11283.jpg,XRay,Hand
D:\Intership\data\N20_0_238.jpg,CT,Brain
D:\Intership\data\Normal- (4837).jpg,CT,Abdominal
D:\Intership\data\Cyst- (813).jpg,CT,Abdominal
D:\Intership\data\8776.jpg,XRay,Hand
D:\Intership\data\Cancer (385).jpg,CT,Brain
D:\Intership\data\Cyst- (2912).jpg,CT,Abdominal
D:\Intership\data\10392.jpg,XRay,Hand
D:\Intership\data\Normal- (4801).jpg,CT,Abdominal
D:\Intership\data\Normal- (2188).jpg,CT,Abdominal
D:\Intership\data\Tumor- (2052).jpg,CT,Abdominal
D:\Intership\data\Normal- (4717).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-8845554-0002.jpg,XRay,Chest
D:\Intership\data\BACTERIA-6173042-0004.jpg,XRay,Chest
D:\Intership\data\Normal- (3509).jpg,CT,Abdominal
D:\Intership\data\5262.jpg,XRay,Hand
D:\Intership\data\Normal- (34).jpg,CT,Abdominal
D:\Intership\data\VIRUS-8426593-0003.jpg,XRay,Chest
D:\Intership\data\N27_0_90.jpg,CT,Brain
D:\Intership\data\000016 (3).jpg,CT,Chest
D:\Intership\data\Cyst- (2211).jpg,CT,Abdominal
D:\Intership\data\N1_0_159.jpg,CT,Brain
D:\Intership\data\4891.jpg,XRay,Hand
D:\Intership\data\15491.jpg,XRay,Hand
D:\Intership\data\Cyst- (1433).jpg,CT,Abdominal
D:\Intership\data\13512.jpg,XRay,Hand
D:\Intership\data\Tumor- (932).jpg,CT,Abdominal
D:\Intership\data\Normal- (1688).jpg,CT,Abdominal
D:\Intership\data\VIRUS-8143049-0002.jpg,XRay,Chest
D:\Intership\data\BACTERIA-2949827-0001.jpg,XRay,Chest
D:\Intership\data\5209.jpg,XRay,Hand
D:\Intership\data\Cancer (2217).jpg,CT,Brain
D:\Intership\data\Cyst- (3337).jpg,CT,Abdominal
D:\Intership\data\6_0_25.jpg,CT,Brain
D:\Intership\data\Stone- (730).jpg,CT,Abdominal
D:\Intership\data\13025.jpg,XRay,Hand
D:\Intership\data\Tumor- (1540).jpg,CT,Abdominal
D:\Intership\data\4_0_73.jpg,CT,Brain
D:\Intership\data\2_0_155.jpg,CT,Brain
D:\Intership\data\VIRUS-5442456-0003.jpg,XRay,Chest
D:\Intership\data\000154.jpg,CT,Chest
D:\Intership\data\Not Cancer  (1092).jpg,CT,Brain
D:\Intership\data\BACTERIA-7430336-0002.jpg,XRay,Chest
D:\Intership\data\11094.jpg,XRay,Hand
D:\Intership\data\3323.jpg,XRay,Hand
D:\Intership\data\11523.jpg,XRay,Hand
D:\Intership\data\Stone- (332).jpg,CT,Abdominal
D:\Intership\data\6987.jpg,XRay,Hand
D:\Intership\data\N23_0_8.jpg,CT,Brain
D:\Intership\data\4236.jpg,XRay,Hand
D:\Intership\data\Stone- (355).jpg,CT,Abdominal
D:\Intership\data\6705.jpg,XRay,Hand
D:\Intership\data\Normal- (3583).jpg,CT,Abdominal
D:\Intership\data\VIRUS-1335423-0004.jpg,XRay,Chest
D:\Intership\data\11057.jpg,XRay,Hand
D:\Intership\data\1639.jpg,XRay,Hand
D:\Intership\data\Cancer (246).jpg,CT,Brain
D:\Intership\data\3172.jpg,XRay,Hand
D:\Intership\data\13391.jpg,XRay,Hand
D:\Intership\data\N13_0_13.jpg,CT,Brain
D:\Intership\data\BACTERIA-6500745-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (2191).jpg,CT,Abdominal
D:\Intership\data\Stone- (530).jpg,CT,Abdominal
D:\Intership\data\5915.jpg,XRay,Hand
D:\Intership\data\Cancer (1737).jpg,CT,Brain
D:\Intership\data\JPCLN143.jpg,XRay,Chest
D:\Intership\data\4244.jpg,XRay,Hand
D:\Intership\data\Normal- (3217).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2127).jpg,CT,Abdominal
D:\Intership\data\Cyst- (146).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-338181-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (1686).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1860).jpg,CT,Abdominal
D:\Intership\data\1714.jpg,XRay,Hand
D:\Intership\data\6140.jpg,XRay,Hand
D:\Intership\data\Tumor- (2069).jpg,CT,Abdominal
D:\Intership\data\Normal- (2131).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-2104405-0001.jpg,XRay,Chest
D:\Intership\data\2232.jpg,XRay,Hand
D:\Intership\data\12270.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1033441-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-5973423-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-8462046-0001.jpg,XRay,Chest
D:\Intership\data\7002.jpg,XRay,Hand
D:\Intership\data\12548.jpg,XRay,Hand
D:\Intership\data\VIRUS-8375877-0003.jpg,XRay,Chest
D:\Intership\data\13779.jpg,XRay,Hand
D:\Intership\data\10201.jpg,XRay,Hand
D:\Intership\data\Normal- (364).jpg,CT,Abdominal
D:\Intership\data\2844.jpg,XRay,Hand
D:\Intership\data\12207.jpg,XRay,Hand
D:\Intership\data\Cyst- (1579).jpg,CT,Abdominal
D:\Intership\data\N26_0_135.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1626).jpg,CT,Brain
D:\Intership\data\Cancer (1167).jpg,CT,Brain
D:\Intership\data\12430.jpg,XRay,Hand
D:\Intership\data\11166.jpg,XRay,Hand
D:\Intership\data\N22_0_144.jpg,CT,Brain
D:\Intership\data\IMG-0002-00040.jpg,CT,Brain
D:\Intership\data\11998.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1502).jpg,CT,Brain
D:\Intership\data\Tumor- (2185).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (37).jpg,CT,Brain
D:\Intership\data\Cancer (733).jpg,CT,Brain
D:\Intership\data\Normal- (1456).jpg,CT,Abdominal
D:\Intership\data\2234.jpg,XRay,Hand
D:\Intership\data\BACTERIA-9988673-0001.jpg,XRay,Chest
D:\Intership\data\N24_0_15.jpg,CT,Brain
D:\Intership\data\7190.jpg,XRay,Hand
D:\Intership\data\9785.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (380).jpg,CT,Brain
D:\Intership\data\8591.jpg,XRay,Hand
D:\Intership\data\7815.jpg,XRay,Hand
D:\Intership\data\Cyst- (2917).jpg,CT,Abdominal
D:\Intership\data\5_0_131.jpg,CT,Brain
D:\Intership\data\Tumor- (1126).jpg,CT,Abdominal
D:\Intership\data\Normal- (3673).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1937).jpg,CT,Abdominal
D:\Intership\data\10513.jpg,XRay,Hand
D:\Intership\data\NORMAL-2487179-0001.jpg,XRay,Chest
D:\Intership\data\14638.jpg,XRay,Hand
D:\Intership\data\BACTERIA-4342168-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-2065888-0003.jpg,XRay,Chest
D:\Intership\data\N1_0_185.jpg,CT,Brain
D:\Intership\data\BACTERIA-1867881-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (1297).jpg,CT,Abdominal
D:\Intership\data\10104.jpg,XRay,Hand
D:\Intership\data\Stone- (891).jpg,CT,Abdominal
D:\Intership\data\Normal- (2170).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3275).jpg,CT,Abdominal
D:\Intership\data\10767.jpg,XRay,Hand
D:\Intership\data\Normal- (3195).jpg,CT,Abdominal
D:\Intership\data\N20_0_42.jpg,CT,Brain
D:\Intership\data\BACTERIA-8545367-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-3251555-0002.jpg,XRay,Chest
D:\Intership\data\12359.jpg,XRay,Hand
D:\Intership\data\12100.jpg,XRay,Hand
D:\Intership\data\Normal- (602).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2382).jpg,CT,Abdominal
D:\Intership\data\13706.jpg,XRay,Hand
D:\Intership\data\BACTERIA-3956374-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (1128).jpg,CT,Abdominal
D:\Intership\data\8615.jpg,XRay,Hand
D:\Intership\data\Cancer (794).jpg,CT,Brain
D:\Intership\data\Normal- (1711).jpg,CT,Abdominal
D:\Intership\data\2716.jpg,XRay,Hand
D:\Intership\data\10540.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (564).jpg,CT,Brain
D:\Intership\data\NORMAL-3573766-0002.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (977).jpg,CT,Brain
D:\Intership\data\Stone- (164).jpg,CT,Abdominal
D:\Intership\data\13654.jpg,XRay,Hand
D:\Intership\data\Normal- (2036).jpg,CT,Abdominal
D:\Intership\data\6152.jpg,XRay,Hand
D:\Intership\data\Stone- (895).jpg,CT,Abdominal
D:\Intership\data\Normal- (405).jpg,CT,Abdominal
D:\Intership\data\Normal- (2672).jpg,CT,Abdominal
D:\Intership\data\Cancer (1818).jpg,CT,Brain
D:\Intership\data\4_0_15.jpg,CT,Brain
D:\Intership\data\N18_0_40.jpg,CT,Brain
D:\Intership\data\Normal- (1800).jpg,CT,Abdominal
D:\Intership\data\Tumor- (2017).jpg,CT,Abdominal
D:\Intership\data\2438.jpg,XRay,Hand
D:\Intership\data\NORMAL-4557620-0001.jpg,XRay,Chest
D:\Intership\data\VIRUS-7392124-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (4511).jpg,CT,Abdominal
D:\Intership\data\Stone- (1135).jpg,CT,Abdominal
D:\Intership\data\7185.jpg,XRay,Hand
D:\Intership\data\Cyst- (1267).jpg,CT,Abdominal
D:\Intership\data\17_0_10.jpg,CT,Brain
D:\Intership\data\2125.jpg,XRay,Hand
D:\Intership\data\8479.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (276).jpg,CT,Brain
D:\Intership\data\VIRUS-7985583-0001.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (1584).jpg,CT,Brain
D:\Intership\data\Cancer (951).jpg,CT,Brain
D:\Intership\data\Cyst- (1093).jpg,CT,Abdominal
D:\Intership\data\Normal- (1280).jpg,CT,Abdominal
D:\Intership\data\8619.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (641).jpg,CT,Brain
D:\Intership\data\N18_0_101.jpg,CT,Brain
D:\Intership\data\Normal- (3449).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3116).jpg,CT,Abdominal
D:\Intership\data\N2_0_139.jpg,CT,Brain
D:\Intership\data\12098.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1096).jpg,CT,Brain
D:\Intership\data\N1_0_150.jpg,CT,Brain
D:\Intership\data\3854.jpg,XRay,Hand
D:\Intership\data\Cyst- (274).jpg,CT,Abdominal
D:\Intership\data\8_0_26.jpg,CT,Brain
D:\Intership\data\N3_0_173.jpg,CT,Brain
D:\Intership\data\17_0_132.jpg,CT,Brain
D:\Intership\data\N18_0_172.jpg,CT,Brain
D:\Intership\data\4_0_240.jpg,CT,Brain
D:\Intership\data\6466.jpg,XRay,Hand
D:\Intership\data\7967.jpg,XRay,Hand
D:\Intership\data\10677.jpg,XRay,Hand
D:\Intership\data\1597.jpg,XRay,Hand
D:\Intership\data\NORMAL-7155475-0002.jpg,XRay,Chest
D:\Intership\data\8195.jpg,XRay,Hand
D:\Intership\data\13686.jpg,XRay,Hand
D:\Intership\data\13115.jpg,XRay,Hand
D:\Intership\data\12900.jpg,XRay,Hand
D:\Intership\data\Tumor- (1322).jpg,CT,Abdominal
D:\Intership\data\Tumor- (39).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-3777047-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-693904-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (483).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1258).jpg,CT,Brain
D:\Intership\data\Stone- (542).jpg,CT,Abdominal
D:\Intership\data\6939.jpg,XRay,Hand
D:\Intership\data\NORMAL-5187821-0001.jpg,XRay,Chest
D:\Intership\data\N6_0_62.jpg,CT,Brain
